timestamp,value,classification,date
1580362200,57,Greed,30-01-2020
1580448600,55,Greed,31-01-2020
1580535000,57,Greed,01-02-2020
1580621400,57,Greed,02-02-2020
1580707800,59,Greed,03-02-2020
1580794200,56,Greed,04-02-2020
1580880600,53,Neutral,05-02-2020
1580967000,61,Greed,06-02-2020
1581053400,56,Greed,07-02-2020
1581139800,56,Greed,08-02-2020
1581226200,56,Greed,09-02-2020
1581312600,57,Greed,10-02-2020
1581399000,52,Neutral,11-02-2020
1581485400,61,Greed,12-02-2020
1581571800,65,Greed,13-02-2020
1581658200,63,Greed,14-02-2020
1581744600,64,Greed,15-02-2020
1581831000,59,Greed,16-02-2020
1581917400,49,Neutral,17-02-2020
1582003800,53,Neutral,18-02-2020
1582090200,50,Neutral,19-02-2020
1582176600,44,Fear,20-02-2020
1582263000,44,Fear,21-02-2020
1582349400,43,Fear,22-02-2020
1582435800,46,Neutral,23-02-2020
1582522200,46,Neutral,24-02-2020
1582608600,44,Fear,25-02-2020
1582695000,41,Fear,26-02-2020
1582781400,39,Fear,27-02-2020
1582867800,40,Fear,28-02-2020
1582954200,38,Fear,29-02-2020
1583040600,39,Fear,01-03-2020
1583127000,38,Fear,02-03-2020
1583213400,38,Fear,03-03-2020
1583299800,40,Fear,04-03-2020
1583386200,41,Fear,05-03-2020
1583472600,39,Fear,06-03-2020
1583559000,38,Fear,07-03-2020
1583645400,33,Fear,08-03-2020
1583731800,17,Extreme Fear,09-03-2020
1583818200,16,Extreme Fear,10-03-2020
1583904600,17,Extreme Fear,11-03-2020
1583991000,14,Extreme Fear,12-03-2020
1584077400,10,Extreme Fear,13-03-2020
1584163800,8,Extreme Fear,14-03-2020
1584250200,12,Extreme Fear,15-03-2020
1584336600,9,Extreme Fear,16-03-2020
1584423000,8,Extreme Fear,17-03-2020
1584509400,11,Extreme Fear,18-03-2020
1584595800,12,Extreme Fear,19-03-2020
1584682200,9,Extreme Fear,20-03-2020
1584768600,9,Extreme Fear,21-03-2020
1584855000,11,Extreme Fear,22-03-2020
1584941400,10,Extreme Fear,23-03-2020
1585027800,12,Extreme Fear,24-03-2020
1585114200,13,Extreme Fear,25-03-2020
1585200600,14,Extreme Fear,26-03-2020
1585287000,12,Extreme Fear,27-03-2020
1585373400,8,Extreme Fear,28-03-2020
1585459800,12,Extreme Fear,29-03-2020
1585546200,10,Extreme Fear,30-03-2020
1585632600,12,Extreme Fear,31-03-2020
1585719000,12,Extreme Fear,01-04-2020
1585805400,14,Extreme Fear,02-04-2020
1585891800,14,Extreme Fear,03-04-2020
1585978200,12,Extreme Fear,04-04-2020
1586064600,12,Extreme Fear,05-04-2020
1586151000,12,Extreme Fear,06-04-2020
1586237400,20,Extreme Fear,07-04-2020
1586323800,21,Extreme Fear,08-04-2020
1586410200,22,Extreme Fear,09-04-2020
1586496600,15,Extreme Fear,10-04-2020
1586583000,15,Extreme Fear,11-04-2020
1586669400,10,Extreme Fear,12-04-2020
1586755800,11,Extreme Fear,13-04-2020
1586842200,15,Extreme Fear,14-04-2020
1586928600,18,Extreme Fear,15-04-2020
1587015000,13,Extreme Fear,16-04-2020
1587101400,15,Extreme Fear,17-04-2020
1587187800,18,Extreme Fear,18-04-2020
1587274200,16,Extreme Fear,19-04-2020
1587360600,15,Extreme Fear,20-04-2020
1587447000,17,Extreme Fear,21-04-2020
1587533400,19,Extreme Fear,22-04-2020
1587619800,19,Extreme Fear,23-04-2020
1587706200,20,Extreme Fear,24-04-2020
1587792600,24,Extreme Fear,25-04-2020
1587879000,21,Extreme Fear,26-04-2020
1587965400,28,Fear,27-04-2020
1588051800,26,Fear,28-04-2020
1588138200,26,Fear,29-04-2020
1588224600,44,Fear,30-04-2020
1588311000,40,Fear,01-05-2020
1588397400,40,Fear,02-05-2020
1588483800,45,Neutral,03-05-2020
1588570200,44,Fear,04-05-2020
1588656600,40,Fear,05-05-2020
1588743000,42,Fear,06-05-2020
1588829400,49,Neutral,07-05-2020
1588915800,55,Greed,08-05-2020
1589002200,56,Greed,09-05-2020
1589088600,48,Neutral,10-05-2020
1589175000,40,Fear,11-05-2020
1589261400,39,Fear,12-05-2020
1589347800,41,Fear,13-05-2020
1589434200,40,Fear,14-05-2020
1589520600,44,Fear,15-05-2020
1589607000,41,Fear,16-05-2020
1589693400,40,Fear,17-05-2020
1589779800,50,Neutral,18-05-2020
1589866200,50,Neutral,19-05-2020
1589952600,52,Neutral,20-05-2020
1590039000,49,Neutral,21-05-2020
1590125400,42,Fear,22-05-2020
1590211800,40,Fear,23-05-2020
1590298200,43,Fear,24-05-2020
1590384600,41,Fear,25-05-2020
1590471000,39,Fear,26-05-2020
1590557400,39,Fear,27-05-2020
1590643800,41,Fear,28-05-2020
1590730200,48,Neutral,29-05-2020
1590816600,48,Neutral,30-05-2020
1590903000,51,Neutral,31-05-2020
1590989400,50,Neutral,01-06-2020
1591075800,56,Greed,02-06-2020
1591162200,48,Neutral,03-06-2020
1591248600,54,Neutral,04-06-2020
1591335000,53,Neutral,05-06-2020
1591421400,54,Neutral,06-06-2020
1591507800,54,Neutral,07-06-2020
1591594200,53,Neutral,08-06-2020
1591680600,52,Neutral,09-06-2020
1591767000,54,Neutral,10-06-2020
1591853400,52,Neutral,11-06-2020
1591939800,38,Fear,12-06-2020
1592026200,38,Fear,13-06-2020
1592112600,40,Fear,14-06-2020
1592199000,37,Fear,15-06-2020
1592285400,39,Fear,16-06-2020
1592371800,38,Fear,17-06-2020
1592458200,40,Fear,18-06-2020
1592544600,39,Fear,19-06-2020
1592631000,38,Fear,20-06-2020
1592717400,37,Fear,21-06-2020
1592803800,38,Fear,22-06-2020
1592890200,41,Fear,23-06-2020
1592976600,50,Neutral,24-06-2020
1593063000,43,Fear,25-06-2020
1593149400,40,Fear,26-06-2020
1593235800,43,Fear,27-06-2020
1593322200,40,Fear,28-06-2020
1593408600,41,Fear,29-06-2020
1593495000,44,Fear,30-06-2020
1593581400,42,Fear,01-07-2020
1593667800,42,Fear,02-07-2020
1593754200,41,Fear,03-07-2020
1593840600,40,Fear,04-07-2020
1593927000,38,Fear,05-07-2020
1594013400,40,Fear,06-07-2020
1594099800,43,Fear,07-07-2020
1594186200,44,Fear,08-07-2020
1594272600,44,Fear,09-07-2020
1594359000,41,Fear,10-07-2020
1594445400,44,Fear,11-07-2020
1594531800,41,Fear,12-07-2020
1594618200,43,Fear,13-07-2020
1594704600,43,Fear,14-07-2020
1594791000,44,Fear,15-07-2020
1594877400,43,Fear,16-07-2020
1594963800,41,Fear,17-07-2020
1595050200,44,Fear,18-07-2020
1595136600,41,Fear,19-07-2020
1595223000,44,Fear,20-07-2020
1595309400,44,Fear,21-07-2020
1595395800,50,Neutral,22-07-2020
1595482200,55,Greed,23-07-2020
1595568600,53,Neutral,24-07-2020
1595655000,55,Greed,25-07-2020
1595741400,55,Greed,26-07-2020
1595827800,58,Greed,27-07-2020
1595914200,76,Extreme Greed,28-07-2020
1596000600,71,Greed,29-07-2020
1596087000,76,Extreme Greed,30-07-2020
1596173400,75,Extreme Greed,31-07-2020
1596259800,75,Extreme Greed,01-08-2020
1596346200,80,Extreme Greed,02-08-2020
1596432600,75,Extreme Greed,03-08-2020
1596519000,72,Greed,04-08-2020
1596605400,75,Extreme Greed,05-08-2020
1596691800,79,Extreme Greed,06-08-2020
1596778200,77,Extreme Greed,07-08-2020
1596864600,77,Extreme Greed,08-08-2020
1596951000,79,Extreme Greed,09-08-2020
1597037400,78,Extreme Greed,10-08-2020
1597123800,84,Extreme Greed,11-08-2020
1597210200,75,Extreme Greed,12-08-2020
1597296600,75,Extreme Greed,13-08-2020
1597383000,78,Extreme Greed,14-08-2020
1597469400,79,Extreme Greed,15-08-2020
1597555800,82,Extreme Greed,16-08-2020
1597642200,83,Extreme Greed,17-08-2020
1597728600,82,Extreme Greed,18-08-2020
1597815000,80,Extreme Greed,19-08-2020
1597901400,75,Extreme Greed,20-08-2020
1597987800,81,Extreme Greed,21-08-2020
1598074200,78,Extreme Greed,22-08-2020
1598160600,76,Extreme Greed,23-08-2020
1598247000,78,Extreme Greed,24-08-2020
1598333400,75,Extreme Greed,25-08-2020
1598419800,76,Extreme Greed,26-08-2020
1598506200,75,Extreme Greed,27-08-2020
1598592600,74,Greed,28-08-2020
1598679000,79,Extreme Greed,29-08-2020
1598765400,75,Extreme Greed,30-08-2020
1598851800,75,Extreme Greed,31-08-2020
1598938200,75,Extreme Greed,01-09-2020
1599024600,83,Extreme Greed,02-09-2020
1599111000,79,Extreme Greed,03-09-2020
1599197400,40,Fear,04-09-2020
1599283800,41,Fear,05-09-2020
1599370200,41,Fear,06-09-2020
1599456600,41,Fear,07-09-2020
1599543000,41,Fear,08-09-2020
1599629400,38,Fear,09-09-2020
1599715800,38,Fear,10-09-2020
1599802200,41,Fear,11-09-2020
1599888600,41,Fear,12-09-2020
1599975000,38,Fear,13-09-2020
1600061400,39,Fear,14-09-2020
1600147800,47,Neutral,15-09-2020
1600234200,43,Fear,16-09-2020
1600320600,48,Neutral,17-09-2020
1600407000,49,Neutral,18-09-2020
1600493400,48,Neutral,19-09-2020
1600579800,52,Neutral,20-09-2020
1600666200,48,Neutral,21-09-2020
1600752600,39,Fear,22-09-2020
1600839000,43,Fear,23-09-2020
1600925400,39,Fear,24-09-2020
1601011800,46,Neutral,25-09-2020
1601098200,45,Neutral,26-09-2020
1601184600,47,Neutral,27-09-2020
1601271000,43,Fear,28-09-2020
1601357400,45,Neutral,29-09-2020
1601443800,49,Neutral,30-09-2020
1601530200,45,Neutral,01-10-2020
1601616600,41,Fear,02-10-2020
1601703000,40,Fear,03-10-2020
1601789400,42,Fear,04-10-2020
1601875800,42,Fear,05-10-2020
1601962200,47,Neutral,06-10-2020
1602048600,43,Fear,07-10-2020
1602135000,46,Neutral,08-10-2020
1602221400,48,Neutral,09-10-2020
1602307800,53,Neutral,10-10-2020
1602394200,55,Greed,11-10-2020
1602480600,52,Neutral,12-10-2020
1602567000,56,Greed,13-10-2020
1602653400,53,Neutral,14-10-2020
1602739800,56,Greed,15-10-2020
1602826200,52,Neutral,16-10-2020
1602912600,56,Greed,17-10-2020
1602999000,55,Greed,18-10-2020
1603085400,55,Greed,19-10-2020
1603171800,56,Greed,20-10-2020
1603258200,61,Greed,21-10-2020
1603344600,73,Greed,22-10-2020
1603431000,74,Greed,23-10-2020
1603517400,73,Greed,24-10-2020
1603603800,76,Extreme Greed,25-10-2020
1603690200,75,Extreme Greed,26-10-2020
1603776600,61,Greed,27-10-2020
1603863000,70,Greed,28-10-2020
1603949400,67,Greed,29-10-2020
1604035800,74,Greed,30-10-2020
1604122200,73,Greed,31-10-2020
1604208600,72,Greed,01-11-2020
1604295000,71,Greed,02-11-2020
1604381400,71,Greed,03-11-2020
1604467800,74,Greed,04-11-2020
1604554200,72,Greed,05-11-2020
1604640600,90,Extreme Greed,06-11-2020
1604727000,88,Extreme Greed,07-11-2020
1604813400,82,Extreme Greed,08-11-2020
1604899800,90,Extreme Greed,09-11-2020
1604986200,90,Extreme Greed,10-11-2020
1605072600,86,Extreme Greed,11-11-2020
1605159000,87,Extreme Greed,12-11-2020
1605245400,89,Extreme Greed,13-11-2020
1605331800,90,Extreme Greed,14-11-2020
1605418200,86,Extreme Greed,15-11-2020
1605504600,90,Extreme Greed,16-11-2020
1605591000,86,Extreme Greed,17-11-2020
1605677400,91,Extreme Greed,18-11-2020
1605763800,94,Extreme Greed,19-11-2020
1605850200,86,Extreme Greed,20-11-2020
1605936600,91,Extreme Greed,21-11-2020
1606023000,94,Extreme Greed,22-11-2020
1606109400,90,Extreme Greed,23-11-2020
1606195800,88,Extreme Greed,24-11-2020
1606282200,94,Extreme Greed,25-11-2020
1606368600,93,Extreme Greed,26-11-2020
1606455000,86,Extreme Greed,27-11-2020
1606541400,87,Extreme Greed,28-11-2020
1606627800,89,Extreme Greed,29-11-2020
1606714200,88,Extreme Greed,30-11-2020
1606800600,95,Extreme Greed,01-12-2020
1606887000,92,Extreme Greed,02-12-2020
1606973400,92,Extreme Greed,03-12-2020
1607059800,92,Extreme Greed,04-12-2020
1607146200,93,Extreme Greed,05-12-2020
1607232600,95,Extreme Greed,06-12-2020
1607319000,94,Extreme Greed,07-12-2020
1607405400,95,Extreme Greed,08-12-2020
1607491800,86,Extreme Greed,09-12-2020
1607578200,94,Extreme Greed,10-12-2020
1607664600,89,Extreme Greed,11-12-2020
1607751000,90,Extreme Greed,12-12-2020
1607837400,91,Extreme Greed,13-12-2020
1607923800,95,Extreme Greed,14-12-2020
1608010200,91,Extreme Greed,15-12-2020
1608096600,92,Extreme Greed,16-12-2020
1608183000,92,Extreme Greed,17-12-2020
1608269400,95,Extreme Greed,18-12-2020
1608355800,93,Extreme Greed,19-12-2020
1608442200,92,Extreme Greed,20-12-2020
1608528600,92,Extreme Greed,21-12-2020
1608615000,88,Extreme Greed,22-12-2020
1608701400,93,Extreme Greed,23-12-2020
1608787800,86,Extreme Greed,24-12-2020
1608874200,94,Extreme Greed,25-12-2020
1608960600,93,Extreme Greed,26-12-2020
1609047000,91,Extreme Greed,27-12-2020
1609133400,92,Extreme Greed,28-12-2020
1609219800,91,Extreme Greed,29-12-2020
1609306200,91,Extreme Greed,30-12-2020
1609392600,95,Extreme Greed,31-12-2020
1609479000,94,Extreme Greed,01-01-2021
1609565400,94,Extreme Greed,02-01-2021
1609651800,93,Extreme Greed,03-01-2021
1609738200,94,Extreme Greed,04-01-2021
1609824600,93,Extreme Greed,05-01-2021
1609911000,95,Extreme Greed,06-01-2021
1609997400,91,Extreme Greed,07-01-2021
1610083800,93,Extreme Greed,08-01-2021
1610170200,93,Extreme Greed,09-01-2021
1610256600,94,Extreme Greed,10-01-2021
1610343000,90,Extreme Greed,11-01-2021
1610429400,84,Extreme Greed,12-01-2021
1610515800,78,Extreme Greed,13-01-2021
1610602200,83,Extreme Greed,14-01-2021
1610688600,88,Extreme Greed,15-01-2021
1610775000,84,Extreme Greed,16-01-2021
1610861400,79,Extreme Greed,17-01-2021
1610947800,79,Extreme Greed,18-01-2021
1611034200,80,Extreme Greed,19-01-2021
1611120600,78,Extreme Greed,20-01-2021
1611207000,75,Extreme Greed,21-01-2021
1611293400,40,Fear,22-01-2021
1611379800,74,Greed,23-01-2021
1611466200,70,Greed,24-01-2021
1611552600,74,Greed,25-01-2021
1611639000,71,Greed,26-01-2021
1611725400,78,Extreme Greed,27-01-2021
1611811800,55,Greed,28-01-2021
1611898200,77,Extreme Greed,29-01-2021
1611984600,76,Extreme Greed,30-01-2021
1612071000,78,Extreme Greed,31-01-2021
1612157400,77,Extreme Greed,01-02-2021
1612243800,76,Extreme Greed,02-02-2021
1612330200,78,Extreme Greed,03-02-2021
1612416600,80,Extreme Greed,04-02-2021
1612503000,81,Extreme Greed,05-02-2021
1612589400,84,Extreme Greed,06-02-2021
1612675800,86,Extreme Greed,07-02-2021
1612762200,83,Extreme Greed,08-02-2021
1612848600,95,Extreme Greed,09-02-2021
1612935000,92,Extreme Greed,10-02-2021
1613021400,93,Extreme Greed,11-02-2021
1613107800,92,Extreme Greed,12-02-2021
1613194200,92,Extreme Greed,13-02-2021
1613280600,95,Extreme Greed,14-02-2021
1613367000,93,Extreme Greed,15-02-2021
1613453400,95,Extreme Greed,16-02-2021
1613539800,95,Extreme Greed,17-02-2021
1613626200,91,Extreme Greed,18-02-2021
1613712600,93,Extreme Greed,19-02-2021
1613799000,91,Extreme Greed,20-02-2021
1613885400,91,Extreme Greed,21-02-2021
1613971800,94,Extreme Greed,22-02-2021
1614058200,94,Extreme Greed,23-02-2021
1614144600,76,Extreme Greed,24-02-2021
1614231000,79,Extreme Greed,25-02-2021
1614317400,55,Greed,26-02-2021
1614403800,56,Greed,27-02-2021
1614490200,55,Greed,28-02-2021
1614576600,38,Fear,01-03-2021
1614663000,78,Extreme Greed,02-03-2021
1614749400,78,Extreme Greed,03-03-2021
1614835800,84,Extreme Greed,04-03-2021
1614922200,77,Extreme Greed,05-03-2021
1615008600,77,Extreme Greed,06-03-2021
1615095000,76,Extreme Greed,07-03-2021
1615181400,81,Extreme Greed,08-03-2021
1615267800,81,Extreme Greed,09-03-2021
1615354200,68,Greed,10-03-2021
1615440600,73,Greed,11-03-2021
1615527000,70,Greed,12-03-2021
1615613400,74,Greed,13-03-2021
1615699800,78,Extreme Greed,14-03-2021
1615786200,76,Extreme Greed,15-03-2021
1615872600,71,Greed,16-03-2021
1615959000,71,Greed,17-03-2021
1616045400,72,Greed,18-03-2021
1616131800,71,Greed,19-03-2021
1616218200,75,Extreme Greed,20-03-2021
1616304600,73,Greed,21-03-2021
1616391000,70,Greed,22-03-2021
1616477400,66,Greed,23-03-2021
1616563800,65,Greed,24-03-2021
1616650200,60,Greed,25-03-2021
1616736600,54,Neutral,26-03-2021
1616823000,65,Greed,27-03-2021
1616909400,74,Greed,28-03-2021
1616995800,72,Greed,29-03-2021
1617082200,72,Greed,30-03-2021
1617168600,76,Extreme Greed,31-03-2021
1617255000,74,Greed,01-04-2021
1617341400,74,Greed,02-04-2021
1617427800,73,Greed,03-04-2021
1617514200,74,Greed,04-04-2021
1617600600,71,Greed,05-04-2021
1617687000,75,Extreme Greed,06-04-2021
1617773400,72,Greed,07-04-2021
1617859800,73,Greed,08-04-2021
1617946200,70,Greed,09-04-2021
1618032600,70,Greed,10-04-2021
1618119000,76,Extreme Greed,11-04-2021
1618205400,74,Greed,12-04-2021
1618291800,74,Greed,13-04-2021
1618378200,75,Extreme Greed,14-04-2021
1618464600,79,Extreme Greed,15-04-2021
1618551000,78,Extreme Greed,16-04-2021
1618637400,76,Extreme Greed,17-04-2021
1618723800,79,Extreme Greed,18-04-2021
1618810200,74,Greed,19-04-2021
1618896600,73,Greed,20-04-2021
1618983000,73,Greed,21-04-2021
1619069400,65,Greed,22-04-2021
1619155800,55,Greed,23-04-2021
1619242200,37,Fear,24-04-2021
1619328600,31,Fear,25-04-2021
1619415000,27,Fear,26-04-2021
1619501400,50,Neutral,27-04-2021
1619587800,59,Greed,28-04-2021
1619674200,52,Neutral,29-04-2021
1619760600,51,Neutral,30-04-2021
1619847000,68,Greed,01-05-2021
1619933400,66,Greed,02-05-2021
1620019800,61,Greed,03-05-2021
1620106200,68,Greed,04-05-2021
1620192600,48,Neutral,05-05-2021
1620279000,65,Greed,06-05-2021
1620365400,64,Greed,07-05-2021
1620451800,67,Greed,08-05-2021
1620538200,73,Greed,09-05-2021
1620624600,72,Greed,10-05-2021
1620711000,61,Greed,11-05-2021
1620797400,68,Greed,12-05-2021
1620883800,31,Fear,13-05-2021
1620970200,26,Fear,14-05-2021
1621056600,27,Fear,15-05-2021
1621143000,20,Extreme Fear,16-05-2021
1621229400,27,Fear,17-05-2021
1621315800,21,Extreme Fear,18-05-2021
1621402200,23,Extreme Fear,19-05-2021
1621488600,11,Extreme Fear,20-05-2021
1621575000,19,Extreme Fear,21-05-2021
1621661400,12,Extreme Fear,22-05-2021
1621747800,14,Extreme Fear,23-05-2021
1621834200,10,Extreme Fear,24-05-2021
1621920600,22,Extreme Fear,25-05-2021
1622007000,22,Extreme Fear,26-05-2021
1622093400,27,Fear,27-05-2021
1622179800,21,Extreme Fear,28-05-2021
1622266200,18,Extreme Fear,29-05-2021
1622352600,10,Extreme Fear,30-05-2021
1622439000,18,Extreme Fear,31-05-2021
1622525400,20,Extreme Fear,01-06-2021
1622611800,23,Extreme Fear,02-06-2021
1622698200,24,Extreme Fear,03-06-2021
1622784600,27,Fear,04-06-2021
1622871000,24,Extreme Fear,05-06-2021
1622957400,17,Extreme Fear,06-06-2021
1623043800,15,Extreme Fear,07-06-2021
1623130200,13,Extreme Fear,08-06-2021
1623216600,14,Extreme Fear,09-06-2021
1623303000,21,Extreme Fear,10-06-2021
1623389400,21,Extreme Fear,11-06-2021
1623475800,28,Fear,12-06-2021
1623562200,23,Extreme Fear,13-06-2021
1623648600,28,Fear,14-06-2021
1623735000,38,Fear,15-06-2021
1623821400,33,Fear,16-06-2021
1623907800,26,Fear,17-06-2021
1623994200,25,Fear,18-06-2021
1624080600,23,Extreme Fear,19-06-2021
1624167000,21,Extreme Fear,20-06-2021
1624253400,23,Extreme Fear,21-06-2021
1624339800,10,Extreme Fear,22-06-2021
1624426200,14,Extreme Fear,23-06-2021
1624512600,22,Extreme Fear,24-06-2021
1624599000,27,Fear,25-06-2021
1624685400,20,Extreme Fear,26-06-2021
1624771800,22,Extreme Fear,27-06-2021
1624858200,25,Fear,28-06-2021
1624944600,25,Fear,29-06-2021
1625031000,28,Fear,30-06-2021
1625117400,28,Fear,01-07-2021
1625203800,21,Extreme Fear,02-07-2021
1625290200,24,Extreme Fear,03-07-2021
1625376600,27,Fear,04-07-2021
1625463000,29,Fear,05-07-2021
1625549400,20,Extreme Fear,06-07-2021
1625635800,28,Fear,07-07-2021
1625722200,20,Extreme Fear,08-07-2021
1625808600,20,Extreme Fear,09-07-2021
1625895000,20,Extreme Fear,10-07-2021
1625981400,20,Extreme Fear,11-07-2021
1626067800,25,Fear,12-07-2021
1626154200,20,Extreme Fear,13-07-2021
1626240600,21,Extreme Fear,14-07-2021
1626327000,20,Extreme Fear,15-07-2021
1626413400,22,Extreme Fear,16-07-2021
1626499800,15,Extreme Fear,17-07-2021
1626586200,19,Extreme Fear,18-07-2021
1626672600,24,Extreme Fear,19-07-2021
1626759000,19,Extreme Fear,20-07-2021
1626845400,10,Extreme Fear,21-07-2021
1626931800,21,Extreme Fear,22-07-2021
1627018200,23,Extreme Fear,23-07-2021
1627104600,22,Extreme Fear,24-07-2021
1627191000,27,Fear,25-07-2021
1627277400,26,Fear,26-07-2021
1627363800,32,Fear,27-07-2021
1627450200,50,Neutral,28-07-2021
1627536600,50,Neutral,29-07-2021
1627623000,53,Neutral,30-07-2021
1627709400,60,Greed,31-07-2021
1627795800,60,Greed,01-08-2021
1627882200,48,Neutral,02-08-2021
1627968600,48,Neutral,03-08-2021
1628055000,42,Fear,04-08-2021
1628141400,50,Neutral,05-08-2021
1628227800,52,Neutral,06-08-2021
1628314200,69,Greed,07-08-2021
1628400600,74,Greed,08-08-2021
1628487000,65,Greed,09-08-2021
1628573400,71,Greed,10-08-2021
1628659800,70,Greed,11-08-2021
1628746200,70,Greed,12-08-2021
1628832600,70,Greed,13-08-2021
1628919000,76,Extreme Greed,14-08-2021
1629005400,71,Greed,15-08-2021
1629091800,72,Greed,16-08-2021
1629178200,72,Greed,17-08-2021
1629264600,73,Greed,18-08-2021
1629351000,70,Greed,19-08-2021
1629437400,70,Greed,20-08-2021
1629523800,78,Extreme Greed,21-08-2021
1629610200,76,Extreme Greed,22-08-2021
1629696600,79,Extreme Greed,23-08-2021
1629783000,79,Extreme Greed,24-08-2021
1629869400,73,Greed,25-08-2021
1629955800,75,Extreme Greed,26-08-2021
1630042200,71,Greed,27-08-2021
1630128600,78,Extreme Greed,28-08-2021
1630215000,72,Greed,29-08-2021
1630301400,73,Greed,30-08-2021
1630387800,73,Greed,31-08-2021
1630474200,71,Greed,01-09-2021
1630560600,74,Greed,02-09-2021
1630647000,74,Greed,03-09-2021
1630733400,72,Greed,04-09-2021
1630819800,73,Greed,05-09-2021
1630906200,79,Extreme Greed,06-09-2021
1630992600,79,Extreme Greed,07-09-2021
1631079000,47,Neutral,08-09-2021
1631165400,45,Neutral,09-09-2021
1631251800,46,Neutral,10-09-2021
1631338200,31,Fear,11-09-2021
1631424600,32,Fear,12-09-2021
1631511000,44,Fear,13-09-2021
1631597400,30,Fear,14-09-2021
1631683800,49,Neutral,15-09-2021
1631770200,53,Neutral,16-09-2021
1631856600,48,Neutral,17-09-2021
1631943000,50,Neutral,18-09-2021
1632029400,53,Neutral,19-09-2021
1632115800,50,Neutral,20-09-2021
1632202200,27,Fear,21-09-2021
1632288600,21,Extreme Fear,22-09-2021
1632375000,27,Fear,23-09-2021
1632461400,33,Fear,24-09-2021
1632547800,28,Fear,25-09-2021
1632634200,27,Fear,26-09-2021
1632720600,26,Fear,27-09-2021
1632807000,25,Fear,28-09-2021
1632893400,24,Extreme Fear,29-09-2021
1632979800,20,Extreme Fear,30-09-2021
1633066200,27,Fear,01-10-2021
1633152600,54,Neutral,02-10-2021
1633239000,49,Neutral,03-10-2021
1633325400,54,Neutral,04-10-2021
1633411800,59,Greed,05-10-2021
1633498200,68,Greed,06-10-2021
1633584600,76,Extreme Greed,07-10-2021
1633671000,74,Greed,08-10-2021
1633757400,72,Greed,09-10-2021
1633843800,71,Greed,10-10-2021
1633930200,71,Greed,11-10-2021
1634016600,78,Extreme Greed,12-10-2021
1634103000,70,Greed,13-10-2021
1634189400,70,Greed,14-10-2021
1634275800,71,Greed,15-10-2021
1634362200,78,Extreme Greed,16-10-2021
1634448600,79,Extreme Greed,17-10-2021
1634535000,78,Extreme Greed,18-10-2021
1634621400,75,Extreme Greed,19-10-2021
1634707800,82,Extreme Greed,20-10-2021
1634794200,84,Extreme Greed,21-10-2021
1634880600,75,Extreme Greed,22-10-2021
1634967000,74,Greed,23-10-2021
1635053400,73,Greed,24-10-2021
1635139800,72,Greed,25-10-2021
1635226200,76,Extreme Greed,26-10-2021
1635312600,73,Greed,27-10-2021
1635399000,66,Greed,28-10-2021
1635485400,70,Greed,29-10-2021
1635571800,73,Greed,30-10-2021
1635658200,74,Greed,31-10-2021
1635744600,74,Greed,01-11-2021
1635831000,73,Greed,02-11-2021
1635917400,76,Extreme Greed,03-11-2021
1636003800,73,Greed,04-11-2021
1636090200,73,Greed,05-11-2021
1636176600,71,Greed,06-11-2021
1636263000,73,Greed,07-11-2021
1636349400,75,Extreme Greed,08-11-2021
1636435800,84,Extreme Greed,09-11-2021
1636522200,75,Extreme Greed,10-11-2021
1636608600,77,Extreme Greed,11-11-2021
1636695000,74,Greed,12-11-2021
1636781400,72,Greed,13-11-2021
1636867800,74,Greed,14-11-2021
1636954200,72,Greed,15-11-2021
1637040600,71,Greed,16-11-2021
1637127000,52,Neutral,17-11-2021
1637213400,54,Neutral,18-11-2021
1637299800,34,Fear,19-11-2021
1637386200,43,Fear,20-11-2021
1637472600,49,Neutral,21-11-2021
1637559000,50,Neutral,22-11-2021
1637645400,33,Fear,23-11-2021
1637731800,42,Fear,24-11-2021
1637818200,32,Fear,25-11-2021
1637904600,47,Neutral,26-11-2021
1637991000,21,Extreme Fear,27-11-2021
1638077400,27,Fear,28-11-2021
1638163800,33,Fear,29-11-2021
1638250200,40,Fear,30-11-2021
1638336600,34,Fear,01-12-2021
1638423000,32,Fear,02-12-2021
1638509400,31,Fear,03-12-2021
1638595800,25,Fear,04-12-2021
1638682200,18,Extreme Fear,05-12-2021
1638768600,16,Extreme Fear,06-12-2021
1638855000,25,Fear,07-12-2021
1638941400,28,Fear,08-12-2021
1639027800,29,Fear,09-12-2021
1639114200,24,Extreme Fear,10-12-2021
1639200600,16,Extreme Fear,11-12-2021
1639287000,27,Fear,12-12-2021
1639373400,28,Fear,13-12-2021
1639459800,21,Extreme Fear,14-12-2021
1639546200,28,Fear,15-12-2021
1639632600,29,Fear,16-12-2021
1639719000,23,Extreme Fear,17-12-2021
1639805400,24,Extreme Fear,18-12-2021
1639891800,29,Fear,19-12-2021
1639978200,25,Fear,20-12-2021
1640064600,27,Fear,21-12-2021
1640151000,45,Neutral,22-12-2021
1640237400,34,Fear,23-12-2021
1640323800,41,Fear,24-12-2021
1640410200,39,Fear,25-12-2021
1640496600,37,Fear,26-12-2021
1640583000,40,Fear,27-12-2021
1640669400,41,Fear,28-12-2021
1640755800,27,Fear,29-12-2021
1640842200,22,Extreme Fear,30-12-2021
1640928600,28,Fear,31-12-2021
1641015000,21,Extreme Fear,01-01-2022
1641101400,29,Fear,02-01-2022
1641187800,29,Fear,03-01-2022
